reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,translated_content,sentiment
6ccb45bc-ab4a-478c-8e39-4be9b1e02a4d,Dnvd Atet,https://play-lh.googleusercontent.com/a/ACg8ocIQ-ubG1yc9U9FFOh6t2Xz8d5T-7OKPIWAccoffOXITAcvvzw=mo,GC atau aplikasi apapun klo yg sbelumnya berlangganan berbayar trs tiba2 stop berlangganan dia bakal kirim laporan minggu2/beberapa bulan lalu yg seolah2 terjadi pd hr ini agar sipemilik penasaran lalu berlangganan lg.itu cara pancingan telemarketing aplikasi.Hebat👍🏿 Kalian gk percaya silahkan hapus aplikasi ini pasti slalu terima laporan ada penelpon misterius yg bkin kalian penasaran melalui email setiap hari.yang bertujuan untuk didownload lg aplikasi ini lalu berlangganan,1,1,6.8.0,2024-05-24 6:07:28,,,6.8.0,"GC or any application if you have to subscribe paid before, suddenly stop subscribing, he will send a week/a few months ago that seems to happen in this hr so that the ownership is curious and then subscribe again.This must always receive the report there is a mysterious caller who can be curious via email every day. which aims to download this application and then subscribe",Negative
273b3797-1ba9-40c0-94ab-2df1bc9d7471,R.A,https://play-lh.googleusercontent.com/a-/ALV-UjUBZNhdrV5qq2FH9lLsTmLPhjGB9plAPsFlDjJ-Vpgs3aasco8r,Percuma kalau ada fitur visibility.. Aplikasi kalian jadi mendukung Penipu2.. Udah gk guna lagi!! Kecuali fitur visibility kalian hapus..,1,8,6.8.0,2024-05-22 10:35:44,,,6.8.0,It's useless if there is a visibility feature ... Your application supports fraudsters .. already not going anymore !!Except your visibility feature delete ..,Negative
35b016c3-c50c-4f6b-9304-d158b05b7355,Debby Yulitasari,https://play-lh.googleusercontent.com/a/ACg8ocJJIPbPW5m59Ok96PLFfhxzMlQUwNV6LQgphmaL7sV3_0039w=mo,Kenapa saya ga bisa melihat tag saya dan selalu tertutup pas mau di cek dan mau langganan premium selalu keluar tulisan sesuai kan dengan negara,4,0,6.8.0,2024-05-22 17:22:53,"Halo, Mohon maaf atas ketidaknyamanannya. Silahkan hubungi kami dengan mengirimkan email ke support@getcontact.com dengan menyertakan nomor telepon dan alamat emaill serta deskripsi masalah serta tangkapan layarnya. - Getcontact Team",2024-05-23 8:24:28,6.8.0,Why I can't see my tag and always closed when I want to check and want to subscribe to premium always out of writing according to the country,Negative
cbcc2520-d547-4f6e-bf60-c5ddd09cce0a,Ita Riyanti,https://play-lh.googleusercontent.com/a-/ALV-UjUVFF82u__EApZNYGm7NOcCa_AgI2NVabKLMpDbSu3hrnX1fvVi9g,"Sangat membantu untuk memfilter penelpon - penelpon gak jelas, spam penipuan, dan nomer2 scam lainnya. Terima kasih GTC, ditingkatkan yah layanan nya..",5,3,6.8.0,2024-05-21 2:06:05,,,6.8.0,"It is very helpful to filter the caller - the caller is unclear, spam fraud, and other scam numbers.Thank you GTC, the service is improved ..",Positive
a956ee10-17a5-43df-995e-c07a5347cc38,Rasya islami Santoso,https://play-lh.googleusercontent.com/a-/ALV-UjVaReiBpubDN4gz-StCFsVCltAHI3nRFUy3wACE0xNV51gEbGEE,Sebenarnya apk ini fungsinya bagus yaitu utk menghindari peni Penipuan dll. Namun semakin berjalannya waktu apk ini sangat mengganggu privacy kita. Ada saja orang orang yang menambahi tag yang tidak jelas di kontak kita. Yang setuju like ↓,1,581,6.7.1,2024-04-26 1:50:01,"Halo, Terima kasih telah menghubungi kami. Anda dapat mengakses dan mengelola tagar melalui menu ""Lainnya"" di aplikasi. Untuk informasi atau panduan lebih lanjut, silahkan hubungi: https://getcontact.faq.desk360.com/ - Getcontact Team",2024-04-26 5:57:00,6.7.1,"Actually this APK has a good function, namely to avoid fraudulent peni etc.But the more time this APK is very disturbing our privacy.There are only people who add tags that are not clear in our contact.Who agree like ↓",Positive
4dba4b2b-021f-44db-949c-3762955d1911,Radya Rizky Dewi,https://play-lh.googleusercontent.com/a-/ALV-UjXUKVIYXVsfmYrFjs6PwVv4Mki5iIJLILV6lfo_Ww2yM2blUSv3,"Seandainya yang gratis enggak ada limitnya pasti lebih baik, soalnya aplikasinya bermanfaat banget buat penggunanya, dan bisa cek nomer siapa yg hubungin kita (nomer enggak dikenal), nyimpen kontak kita, nyimpen kontak doi, dsb. Semoga yang gratis enggak ada limitnya lagi, dan semoga dikabulin ulasan ini. Terima kasih ☺️🙏🏻",4,2286,6.5.1,2024-04-03 13:51:47,,,6.5.1,"If the free one there is no limit, it will be better, because the application is very useful for users, and can check the number of who contacts us (the number is not known), the contact us, storing the contact, etc.Hopefully the free ones don't have any limits, and hopefully this review will be.Thank you ☺️ out",Positive
acf6d100-3d8b-4785-bb70-85321b17d20f,Richard Hasibuan,https://play-lh.googleusercontent.com/a-/ALV-UjWYD6r2tJeJGbF669tX3lLWsem7-qenlAJZbVZjVw03yIHKy1ep,"Verifikasinya agak lumayan susah buat khusus ramnya minim, jadi saya harap dari pihak getcontact tambahkan verifikasi opsi otp yah, soalnya kasian yang ramnya minim gak bisa verifikasi",2,5,6.8.0,2024-05-20 12:30:19,"Halo, Jika Anda kesulitan mendapatkan kode verifikasi, silahkan lengkapi formulir berikut dan salah satu spesialis Getcontact kami akan segera menghubungi Anda untuk menyelesaikan kendala yang terjadi: https://www.getcontact.com/send-report.
Terima kasih atas pengertian Anda. - Getcontact Team",2024-05-20 12:41:12,6.8.0,"The verification is rather difficult to make special RAM specifically, so I hope from the getcontact add verification of the OTP option, the problem",Negative
56a70f49-03e5-4c8b-9227-e5f0d0097ec7,Ahmad Jauhari,https://play-lh.googleusercontent.com/a/ACg8ocIdQKvOt-BKtw0y-gRhk0mILGfYmVv-tarGr97rDyrPt94X4g=mo,"Masa ga bisa liat info nomer orang. Pengguna menolak untuk memberikan izin. Sedangkan saya aja baru daftar hari ini. Pas buka, banyak tag² di kontak saya. Gimana caranya situ kasih hak spesial ga bolehin share info ke orang tertentu, sedangkan kontak saya seakan ga ada harganya. Dipenuhi tag, yg saya aja ga pernah daftar, baru hari ini.",1,55,6.7.1,2024-05-04 13:36:40,,,6.7.1,"You can't see the info number of people.Users refuse to give permission.Whereas I just registered today.When open, many tags in my contact.How do I give a special right to not be able to share info to certain people, while my contact seems to have no price.Filled with tags, which I never register, only today.",Negative
fa22ab9e-62c5-4ff4-b7c0-ec7163cd4d70,Arsyani Farika Maghfiroh,https://play-lh.googleusercontent.com/a/ACg8ocJDa9skiEcq7PN-ahGAyzgfQOIbbue34fAy4IpAmscQjXlCDw=mo,Kenapa ya tiap transaksi ke premium di gagal tra padahal saldo shopeepay saya juga masih ada. Mohon bantuannya,2,0,6.8.0,2024-05-25 9:13:27,"Anda dapat menemukan informasi rinci terkait paket langganan pada bagian ""Bagaimana cara memulai langganan?"" di https://getcontact.faq.desk360.com/. Jika masalah tetap berlanjut, silahkan kirim email kepada ke support@getcontact.com dengan menyertakan nomor telepon, alamat email, deskripsi singkat tentang masalah yang dihadapi dan tangkapan layar.",2024-05-25 11:32:49,6.8.0,Why is every transaction to premium in failed to tra even though my shopeepay balance is still there.Please help,Negative
a7be0ff0-19b6-423a-afe9-8bf055eed898,Dea Elinda Wardani,https://play-lh.googleusercontent.com/a-/ALV-UjWS0nta9NfY9ojzAJTeuOoWAKaVtsY-yIdXdlMHZecQMDsw4Kzd2g,"Kenapa skrg lemottt bgtt ya kalo mau cari nomor. Gak kayak dulu, skrg loading lemott pdhl jaringan baguss. Tolong diperbaiki ya.",3,0,6.8.0,2024-05-23 16:02:12,,,6.8.0,"Why are you slow now if you want to find a number.Not like it used to be, now loading is slow in good network.Please improve it?",Negative
b639508c-bc4f-4236-a90f-44ca515b2ea1,Kyousuke Hasegawa,https://play-lh.googleusercontent.com/a-/ALV-UjXCkHecQU6yghQqYHnYshU2ULqh7d3lfimqYTSc9OHCnjlh5xw,"Tolong buat pilihan premium dengan jangka waktu 3 bulan, 6 bulan, 12 bulan dengan harga yg lebih terjangkau. Karena kalau tidak terjangkau harganya akan percuma saja untuk kebanyakan pengguna.",2,510,6.6.1,2024-03-23 8:57:39,"Halo, Terima kasih atas tanggapan Anda. Getcontact menawarkan beragam pilihan paket langganan dan tarif yang disesuaikan dengan kebutuhan Anda, termasuk versi gratis. - Getcontact Team",2024-03-24 15:26:08,6.6.1,"Please make a premium choice with a period of 3 months, 6 months, 12 months at a more affordable price.Because if it is not affordable the price will be useless for most users.",Negative
e2c8a35f-8788-43a5-8362-af4939829cdc,Rasyha,https://play-lh.googleusercontent.com/a/ACg8ocIPdyWAkUbm2KqOTd9BrjSZhqYxDKKlVe0W7rpzCAp0ke_T7_c=mo,"apk KÒNTÒL jaringan bagus tapi kesalahan jaringan mulu ànjèng, server sedang sibuk, server sedang sibuk, terus aja gitu monyed, di dalem apk lemot bener, loading aja terus, ngedit profile ga bisa, kirain cuma hp gw doang yang kaya gitu sebab rada kentang, eh taunya gw liat hp temen sama aja gada bedanya MÈMÈK",2,10,6.7.1,2024-05-15 11:01:45,"Halo, Terima kasih telah menghubungi kami. Saat ini aplikasi Getcontact berjalan dengan lancar . Jika masalah masih terjadi, Anda dapat menghubungi salah satu spesialis Getcontact kami di https://www.getcontact.com/send-report - Getcontact Team",2024-05-15 11:57:29,6.7.1,"Apk kòntòl network is good but the network error must be, the server is busy, the server is busy, just so monkey, in the apk palace is completely slow, just loading, just loading, editing the profile can't, I just think my cellphone is like that because of potatoes,Eh, I know, I see a friend's cellphone and the difference is the difference",Negative
45064b83-d41f-483a-a165-659979078f7b,Savina Aulia,https://play-lh.googleusercontent.com/a/ACg8ocIK39gGgM59-0l0qmPam_WaF7Jph_UDxyVKreZb1A_N_6syLw=mo,"Bagus banget aplikasi ini bisa mengetahui siapa saja yang nama in aku di kontak dengan sebutannya dan bisa membantu aku menegathui apakah ada yang memberi nama ku yang gak bagus ,seharusnya ada aplikasi ini dari dulu. Knp harus sekaranga kan seharusnya dari dulu terimakasih getcontack makasih banget",5,4,6.7.1,2024-05-16 8:09:05,,,6.7.1,"This application is really good to find out who is in my name in contact with its designation and can help me negate if anyone gives my name that is not good, there should be this application from the past.Why should you now, you should have been thank you very much, thank you",Positive
ae76d6df-52eb-4675-b151-9f6f618ffb6c,Anisa nur alika,https://play-lh.googleusercontent.com/a-/ALV-UjWGxBkqAK8trlVAMcpY9zASwkIsDeaWJZzJ8MPJVJWeneE8ce2r,"Aplikasi tolol ternyata tag kaga sesuai yg di save kontak, gw pake nomer baru cwek gw save nomernya, gw juga save nomernya pas diliat tag namanya malah ga ada malah yg muncul nama orang lain. Hubungan putus gara"" salah paham liat tag di nomer dia",1,14,6.6.1,2024-05-08 3:50:20,,,6.6.1,"The stupid application turns out to be the tag according to the one that saved the contact, I use the new number, I save the number, I also save the number when the name tag it even doesn't even appear.The relationship with the broken ""misunderstanding the tag in his number",Negative
47870825-60b4-4721-bbb3-89dea7b18cb5,Tomi W. Fujiyanto,https://play-lh.googleusercontent.com/a-/ALV-UjVh-EXAqFgIhf3QKkSNcPNFBhWKHMsGk900uFxpOlTsfzvlmj2u,"(edited). Fitur ini sudah ditambahkan, terima kasih developer Bagus, akurat untuk mendeteksi nama kontak yang tersimpan. Usul pada developer untuk menambahkan fitur caller ID saat ada nomor baru yang menelepon seperti truecaller. Jadi bukan hanya memberitahu nomor spam saja tapi semua nomor tidak dikenal.",5,118,6.7.1,2024-05-15 10:52:53,"Halo, Agar fitur kartu panggilan bisa berfungsi, Anda perlu mengizinkan aksesnya pada ponsel Anda. Jika kendala masih terjadi silahkan hubungi kami agar salah satu spesialis Getcontact bisa menyelesaikan kendala terkait. https://www.getcontact.com/send-report - Getcontact Team",2024-05-18 16:40:32,6.7.1,"(edited).This feature has been added, thank you good developers, accurately to detect the stored contact name.Proposed on developers to add Caller ID features when there is a new number that calls like Truecaller.So it's not just telling the spam number but all the numbers are unknown.",Positive
f711c4e8-2ca3-451a-aa66-3741de6f97ab,Tahrul Mutaqin,https://play-lh.googleusercontent.com/a-/ALV-UjUNJ1fD25D4t_AijlBef3OVya7hjjZcxiRK7h4bLbB3vj5bcjOY,"Semenjak pake ini jadi banyak spam, fiks ini bukan cuma apk anti spam tapi apk pembuat spam.! Get contact sengaja bikin spam bagi penggunanya kemudian bekerja seolah olah apk ini bisa mendeteksi+membantu!! Gila!! Nyesel instal ni apk, no yg tadi nya gak ada spam jadi banyak!!",1,10,6.7.1,2024-05-16 9:57:43,"Halo, Terima kasih telah menghubungi kami. Anda dapat menyesuaikan pengaturan spam pada aplikasi dengan mengikuti langkah-langkah berikut: Lainnya > Perlindungan Spam. Untuk informasi lebih lanjut, silahkan kunjungi https://getcontact.faq.desk360.com/ - Getcontact Team",2024-05-16 6:09:13,6.7.1,"Since using this has become a lot of spam, this fix is not just an anti spam APK but the spam maker APK.Get contact deliberately makes spam for users then work as if this apk can detect+help !!Crazy!!Regret install this apk, the number that wasn't there was a lot of spam so many !!",Negative
5dac65e3-6d1a-4284-aaa5-11d3eae7f89f,enzam syahputra,https://play-lh.googleusercontent.com/a-/ALV-UjVgnbNQbjkoZBhxtyFuD76XACL6hxpN_lMx4OJItmUyAFoTFE9i,Pernah suatu waktu ada yang coba mau tipu saya melalui by phone. Setelah penipu ketahuan melakukan penipuan. Saya coba iseng download aplikasi ini. Eh saya lihat ada 1 orang yang menandai saya dengan mengatakan kalau nomor saya ini penipuan. Ternyata yang memberi tanda tersebut adalah penipu itu sendiri. Disini saya sangat dirugikan baik dari penanda maupun pihak aplikasi yang dengan mudah mempublish sesuatu. Saya sangat dirugikan selaku penjual online yang mungkin lihat tag tanda di aplikasi ni,1,1,6.6.1,2024-05-09 8:26:57,,,6.6.1,"Once there was someone who tried to trick me through by phone.After the con artist was caught committing fraud.I try to idly download this application.Eh, I see that there is 1 person who mark me by saying that my number is a fraud.It turned out that the one who gave the sign was a con artist himself.Here I am very disadvantaged both from markers and applications that easily publish something.I am very disadvantaged as an online seller who might see the sign tag in this application",Negative
8dd3c550-8b42-40cb-ae27-bc24640c27c7,M.akmal_arifin channel,https://play-lh.googleusercontent.com/a-/ALV-UjXZo4r-hTSwhBny1KXnsmtMQ8TdRb-2vlFNd69Jk7G2OOiaGluT,Apk bermanfaat buat cek nmr ga di kenal. Kadang terjadi nomor ga di kenal tlpn ternyata pas di liat di get contact nomor penipuan. Terimakasih lah buat developernya yang buat!,5,0,6.7.1,2024-05-23 1:35:59,,,6.7.1,"Apk is useful for checking unknown numbers.Sometimes the number is not known, it turns out that it turns out to be seen in the fraudulent number.Thank you for the developer who made it!",Positive
b12c07d4-3b48-4e86-b3a8-413a907790c6,Djunizhaf Achmad,https://play-lh.googleusercontent.com/a-/ALV-UjXL4iXE_OPNtbU0UclC1MkR82iOHaXtm8Wxmn7AkVNSltUATyeK,"Kurang keren jika dihrs kan berbayar..sebenarnya kita sdh dowload saja sama dengan berbayar melalui quota.., betul ada pilihan nya , terimakasih , agar di pertahankan 🙏🙏🙏",3,2,6.7.1,2024-05-19 20:57:04,"Halo, Terima kasih atas tanggapan Anda. Getcontact menawarkan beragam pilihan paket langganan dan tarif yang disesuaikan dengan kebutuhan Anda, termasuk versi gratis. - Getcontact Team",2022-07-02 18:18:43,6.7.1,"Not cool if you have to pay ... Actually, we've just downloaded the same as paid through quota ..., there is a choice, thank you, so that it is maintained 🙏🙏🙏",Positive
7cfba1ba-2a33-44d0-af9a-e039bc236287,Robertus Priyanto,https://play-lh.googleusercontent.com/a-/ALV-UjXHMgmfRy-EdVxGz_axCtEbRokLji4mGyDorNtVj2OoXBlrqQU,"Setuju,sangat penting bos,klo bisa lebih bagus di add info lokasinya sekalian kak, terimakasih atas adanya aplikasi get contac ini ,semoga bisa bermanfaat dan membantu pekerjaan saya.👍🙏",5,4,6.7.1,2024-05-15 5:38:55,,,6.7.1,"Agree, it is very important boss, if it can be better in add info on the location all sis, thank you for the existence of this Get Contac application, hopefully it can be useful and help my work.",Positive
ac7da7af-f134-41f3-b6ef-42b082adf551,Algar Hebat,https://play-lh.googleusercontent.com/a/ACg8ocLje0twT1rqO9NmcKux5aHFco_L7rE_7TvVW6suaFutQcwoBA=mo,Anda tau kalau cara verifikasi nomor telepon Anda itu SOK CANGGIH!? Faktanya saya gagal terus verifikasi sampai mentok limit maksimum. Kenapa tidak pakai otp ke WhatsApp atau SMS saja sih? Kenapa harus SOK CANGGIH pakai VerifyKit yang ternyata sangat tidak efektif!! Oya satu lagi: aplikasi ini MELANGGAR PRIVASI. Hilangkan fitur akses ke phone book pemilik nomor!,1,41,6.7.1,2024-05-03 11:58:29,"Halo, Jika Anda kesulitan mendapatkan kode verifikasi, silahkan lengkapi formulir berikut dan salah satu spesialis Getcontact kami akan segera menghubungi Anda untuk menyelesaikan kendala yang terjadi: https://www.getcontact.com/send-report.
Terima kasih atas pengertian Anda. - Getcontact Team",2024-05-03 14:03:57,6.7.1,You know that how to verify your phone number is sophisticated!?In fact I fail to continue to verify until stuck the maximum limit.Why not use OTP to WhatsApp or just SMS?Why should you pretend to use Verifykit which turned out to be very ineffective !!Oh yeah one more: This application violates privacy.Eliminate the access feature to the phone book owner number!,Negative
62a2ef6f-9c43-4589-af0f-f26d7137a405,moch faizal,https://play-lh.googleusercontent.com/a/ACg8ocI8FoG590TXfkDW-OLGghOSxa6M-bRY3RopqUTPPq9M0TVzEw=mo,"Mending no ponsel yang termasuk kategori spam atau berbahaya itu bisa dilihat sama kita apakah ini penipu atau apa melaluai fitur bisa melihat save kontak kebanyakan orang di no hp spam tersebut ,terkait fitur bisa melihat save kontak saya oleh teman gak logis banget ,itu udah termasuk privasi loh .",1,62,6.7.0,2024-04-27 7:42:37,,,6.7.0,"Mending the number of mobile phones that belong to the spam or dangerous category can be seen with us whether this is a fraud or what through the features can see the contact save most people on the spam cellphone number, related to the features of being able to see my contact save by a very logical friend, it already includes privacyLoh.",Positive
a6e89dc9-15bd-40ea-820b-086da23a00c0,Angga Pratama,https://play-lh.googleusercontent.com/a/ACg8ocK4Jy0RhZJISOReE2vVC92hersmbT5S2yIm7YhBuKcTrlu1yQ=mo,sangat bagus dan sangat membantu untuk berhati hati dalam mengetahui nomor yang tidak di kenal. Tapi developer tolong di beri agar setiap ada yang menyimpan nomor dan nama kontakku agar langsung terlihat untuk tag yang baru. Terima kasih,5,1231,6.7.1,2024-05-02 7:23:24,,,6.7.1,Very good and very helpful to be careful in knowing the number that is not known.But the developer please be given so that every time someone keeps my number and contact name so that it can immediately be seen for the new tag.Thank You,Positive
